Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
149.5,1,Insert,1198,B,9,101,G
149.5,1,Insert,1199,A,9,99,G
149.7,1,Cancel,1198,,,,G
149.7,1,Cancel,1199,,,,G
149.75,1,Insert,1200,B,9,101,G
149.75,1,Insert,1201,A,9,99,G
149.95,1,Cancel,1200,,,,G
149.95,1,Cancel,1201,,,,G
150.0,1,Insert,1202,B,9,101,G
150.0,1,Insert,1203,A,9,99,G
150.2,1,Cancel,1202,,,,G
150.2,1,Cancel,1203,,,,G
150.25,1,Insert,1204,B,9,101,G
150.25,1,Insert,1205,A,9,99,G
150.45,1,Cancel,1204,,,,G
150.45,1,Cancel,1205,,,,G
150.5,1,Insert,1206,B,9,101,G
150.5,1,Insert,1207,A,9,99,G
150.7,1,Cancel,1206,,,,G
150.7,1,Cancel,1207,,,,G
150.75,1,Insert,1208,B,9,101,G
150.75,1,Insert,1209,A,9,99,G
150.95,1,Cancel,1208,,,,G
150.95,1,Cancel,1209,,,,G
151.0,1,Insert,1210,B,9,101,G
151.0,1,Insert,1211,A,9,99,G
151.2,1,Cancel,1210,,,,G
151.2,1,Cancel,1211,,,,G
151.25,1,Insert,1212,B,9,101,G
151.25,1,Insert,1213,A,9,99,G
151.45,1,Cancel,1212,,,,G
151.45,1,Cancel,1213,,,,G
151.5,1,Insert,1214,B,9,101,G
151.5,1,Insert,1215,A,9,99,G
151.7,1,Cancel,1214,,,,G
151.7,1,Cancel,1215,,,,G
151.75,1,Insert,1216,B,9,101,G
151.75,1,Insert,1217,A,9,99,G
151.95,1,Cancel,1216,,,,G
151.95,1,Cancel,1217,,,,G
152.0,1,Insert,1218,B,9,101,G
152.0,1,Insert,1219,A,9,99,G
152.2,1,Cancel,1218,,,,G
152.2,1,Cancel,1219,,,,G
152.25,1,Insert,1220,B,9,101,G
152.25,1,Insert,1221,A,9,99,G
152.45,1,Cancel,1220,,,,G
152.45,1,Cancel,1221,,,,G
152.5,1,Insert,1222,B,9,101,G
152.5,1,Insert,1223,A,9,99,G
152.7,1,Cancel,1222,,,,G
152.7,1,Cancel,1223,,,,G
152.75,1,Insert,1224,B,9,101,G
152.75,1,Insert,1225,A,9,99,G
152.95,1,Cancel,1224,,,,G
152.95,1,Cancel,1225,,,,G
153.0,1,Insert,1226,B,9,101,G
153.0,1,Insert,1227,A,9,99,G
153.2,1,Cancel,1226,,,,G
153.2,1,Cancel,1227,,,,G
153.25,1,Insert,1228,B,9,101,G
153.25,1,Insert,1229,A,9,99,G
153.45,1,Cancel,1228,,,,G
153.45,1,Cancel,1229,,,,G
153.5,1,Insert,1230,B,9,101,G
153.5,1,Insert,1231,A,9,99,G
153.7,1,Cancel,1230,,,,G
153.7,1,Cancel,1231,,,,G
153.75,1,Insert,1232,B,9,101,G
153.75,1,Insert,1233,A,9,99,G
153.95,1,Cancel,1232,,,,G
153.95,1,Cancel,1233,,,,G
154.0,1,Insert,1234,B,9,101,G
154.0,1,Insert,1235,A,9,99,G
154.2,1,Cancel,1234,,,,G
154.2,1,Cancel,1235,,,,G
154.25,1,Insert,1236,B,9,101,G
154.25,1,Insert,1237,A,9,99,G
154.45,1,Cancel,1236,,,,G
154.45,1,Cancel,1237,,,,G
154.5,1,Insert,1238,B,9,101,G
154.5,1,Insert,1239,A,9,99,G
154.7,1,Cancel,1238,,,,G
154.7,1,Cancel,1239,,,,G
154.75,1,Insert,1240,B,9,101,G
154.75,1,Insert,1241,A,9,99,G
154.95,1,Cancel,1240,,,,G
154.95,1,Cancel,1241,,,,G
155.0,1,Insert,1242,B,9,101,G
155.0,1,Insert,1243,A,9,99,G
155.2,1,Cancel,1242,,,,G
155.2,1,Cancel,1243,,,,G
155.25,1,Insert,1244,B,9,101,G
155.25,1,Insert,1245,A,9,99,G
155.45,1,Cancel,1244,,,,G
155.45,1,Cancel,1245,,,,G
155.5,1,Insert,1246,B,9,101,G
155.5,1,Insert,1247,A,9,99,G
155.7,1,Cancel,1246,,,,G
155.7,1,Cancel,1247,,,,G
155.75,1,Insert,1248,B,9,101,G
155.75,1,Insert,1249,A,9,99,G
155.95,1,Cancel,1248,,,,G
155.95,1,Cancel,1249,,,,G
156.0,1,Insert,1250,B,9,101,G
156.0,1,Insert,1251,A,9,99,G
156.2,1,Cancel,1250,,,,G
156.2,1,Cancel,1251,,,,G
156.25,1,Insert,1252,B,9,101,G
156.25,1,Insert,1253,A,9,99,G
156.45,1,Cancel,1252,,,,G
156.45,1,Cancel,1253,,,,G
156.5,1,Insert,1254,B,9,101,G
156.5,1,Insert,1255,A,9,99,G
156.7,1,Cancel,1254,,,,G
156.7,1,Cancel,1255,,,,G
156.75,1,Insert,1256,B,9,101,G
156.75,1,Insert,1257,A,9,99,G
156.95,1,Cancel,1256,,,,G
156.95,1,Cancel,1257,,,,G
157.0,1,Insert,1258,B,9,101,G
157.0,1,Insert,1259,A,9,99,G
157.2,1,Cancel,1258,,,,G
157.2,1,Cancel,1259,,,,G
157.25,1,Insert,1260,B,9,101,G
157.25,1,Insert,1261,A,9,99,G
157.45,1,Cancel,1260,,,,G
157.45,1,Cancel,1261,,,,G
157.5,1,Insert,1262,B,9,101,G
157.5,1,Insert,1263,A,9,99,G
157.7,1,Cancel,1262,,,,G
157.7,1,Cancel,1263,,,,G
157.75,1,Insert,1264,B,9,101,G
157.75,1,Insert,1265,A,9,99,G
157.95,1,Cancel,1264,,,,G
157.95,1,Cancel,1265,,,,G
158.0,1,Insert,1266,B,9,101,G
158.0,1,Insert,1267,A,9,99,G
158.2,1,Cancel,1266,,,,G
158.2,1,Cancel,1267,,,,G
158.25,1,Insert,1268,B,9,101,G
158.25,1,Insert,1269,A,9,99,G
158.45,1,Cancel,1268,,,,G
158.45,1,Cancel,1269,,,,G
158.5,1,Insert,1270,B,9,101,G
158.5,1,Insert,1271,A,9,99,G
158.7,1,Cancel,1270,,,,G
158.7,1,Cancel,1271,,,,G
158.75,1,Insert,1272,B,9,101,G
158.75,1,Insert,1273,A,9,99,G
158.95,1,Cancel,1272,,,,G
158.95,1,Cancel,1273,,,,G
159.0,1,Insert,1274,B,9,101,G
159.0,1,Insert,1275,A,9,99,G
159.2,1,Cancel,1274,,,,G
159.2,1,Cancel,1275,,,,G
159.25,1,Insert,1276,B,9,101,G
159.25,1,Insert,1277,A,9,99,G
159.45,1,Cancel,1276,,,,G
159.45,1,Cancel,1277,,,,G
159.5,1,Insert,1278,B,9,101,G
159.5,1,Insert,1279,A,9,99,G
159.7,1,Cancel,1278,,,,G
159.7,1,Cancel,1279,,,,G
159.75,1,Insert,1280,B,9,101,G
159.75,1,Insert,1281,A,9,99,G
159.95,1,Cancel,1280,,,,G
159.95,1,Cancel,1281,,,,G
160.0,1,Insert,1282,B,9,101,G
160.0,1,Insert,1283,A,9,99,G
160.2,1,Cancel,1282,,,,G
160.2,1,Cancel,1283,,,,G
160.25,1,Insert,1284,B,9,101,G
160.25,1,Insert,1285,A,9,99,G
160.45,1,Cancel,1284,,,,G
160.45,1,Cancel,1285,,,,G
160.5,1,Insert,1286,B,9,101,G
160.5,1,Insert,1287,A,9,99,G
160.7,1,Cancel,1286,,,,G
160.7,1,Cancel,1287,,,,G
160.75,1,Insert,1288,B,9,101,G
160.75,1,Insert,1289,A,9,99,G
160.95,1,Cancel,1288,,,,G
160.95,1,Cancel,1289,,,,G
161.0,1,Insert,1290,B,9,101,G
161.0,1,Insert,1291,A,9,99,G
161.2,1,Cancel,1290,,,,G
161.2,1,Cancel,1291,,,,G
161.25,1,Insert,1292,B,9,101,G
161.25,1,Insert,1293,A,9,99,G
161.45,1,Cancel,1292,,,,G
161.45,1,Cancel,1293,,,,G
161.5,1,Insert,1294,B,9,101,G
161.5,1,Insert,1295,A,9,99,G
161.7,1,Cancel,1294,,,,G
161.7,1,Cancel,1295,,,,G
161.75,1,Insert,1296,B,9,101,G
161.75,1,Insert,1297,A,9,99,G
161.95,1,Cancel,1296,,,,G
161.95,1,Cancel,1297,,,,G
162.0,1,Insert,1298,B,9,101,G
162.0,1,Insert,1299,A,9,99,G
162.2,1,Cancel,1298,,,,G
162.2,1,Cancel,1299,,,,G
162.25,1,Insert,1300,B,9,101,G
162.25,1,Insert,1301,A,9,99,G
162.45,1,Cancel,1300,,,,G
162.45,1,Cancel,1301,,,,G
162.5,1,Insert,1302,B,9,101,G
162.5,1,Insert,1303,A,9,99,G
162.7,1,Cancel,1302,,,,G
162.7,1,Cancel,1303,,,,G
162.75,1,Insert,1304,B,9,101,G
162.75,1,Insert,1305,A,9,99,G
162.95,1,Cancel,1304,,,,G
162.95,1,Cancel,1305,,,,G
163.0,1,Insert,1306,B,9,101,G
163.0,1,Insert,1307,A,9,99,G
163.2,1,Cancel,1306,,,,G
163.2,1,Cancel,1307,,,,G
163.25,1,Insert,1308,B,9,101,G
163.25,1,Insert,1309,A,9,99,G
163.45,1,Cancel,1308,,,,G
163.45,1,Cancel,1309,,,,G
163.5,1,Insert,1310,B,9,101,G
163.5,1,Insert,1311,A,9,99,G
163.7,1,Cancel,1310,,,,G
163.7,1,Cancel,1311,,,,G
163.75,1,Insert,1312,B,9,101,G
163.75,1,Insert,1313,A,9,99,G
163.95,1,Cancel,1312,,,,G
163.95,1,Cancel,1313,,,,G
164.0,1,Insert,1314,B,9,101,G
164.0,1,Insert,1315,A,9,99,G
164.2,1,Cancel,1314,,,,G
164.2,1,Cancel,1315,,,,G
164.25,1,Insert,1316,B,9,101,G
164.25,1,Insert,1317,A,9,99,G
164.45,1,Cancel,1316,,,,G
164.45,1,Cancel,1317,,,,G
164.5,1,Insert,1318,B,9,101,G
164.5,1,Insert,1319,A,9,99,G
164.7,1,Cancel,1318,,,,G
164.7,1,Cancel,1319,,,,G
164.75,1,Insert,1320,B,9,101,G
164.75,1,Insert,1321,A,9,99,G
164.95,1,Cancel,1320,,,,G
164.95,1,Cancel,1321,,,,G
165.0,1,Insert,1322,B,9,101,G
165.0,1,Insert,1323,A,9,99,G
165.2,1,Cancel,1322,,,,G
165.2,1,Cancel,1323,,,,G
165.25,1,Insert,1324,B,9,101,G
165.25,1,Insert,1325,A,9,99,G
165.45,1,Cancel,1324,,,,G
165.45,1,Cancel,1325,,,,G
165.5,1,Insert,1326,B,9,101,G
165.5,1,Insert,1327,A,9,99,G
165.7,1,Cancel,1326,,,,G
165.7,1,Cancel,1327,,,,G
165.75,1,Insert,1328,B,9,101,G
165.75,1,Insert,1329,A,9,99,G
165.95,1,Cancel,1328,,,,G
165.95,1,Cancel,1329,,,,G
166.0,1,Insert,1330,B,9,101,G
166.0,1,Insert,1331,A,9,99,G
166.2,1,Cancel,1330,,,,G
166.2,1,Cancel,1331,,,,G
166.25,1,Insert,1332,B,9,101,G
166.25,1,Insert,1333,A,9,99,G
166.45,1,Cancel,1332,,,,G
166.45,1,Cancel,1333,,,,G
166.5,1,Insert,1334,B,9,101,G
166.5,1,Insert,1335,A,9,99,G
166.7,1,Cancel,1334,,,,G
166.7,1,Cancel,1335,,,,G
166.75,1,Insert,1336,B,9,101,G
166.75,1,Insert,1337,A,9,99,G
166.95,1,Cancel,1336,,,,G
166.95,1,Cancel,1337,,,,G
167.0,1,Insert,1338,B,9,101,G
167.0,1,Insert,1339,A,9,99,G
167.2,1,Cancel,1338,,,,G
167.2,1,Cancel,1339,,,,G
167.25,1,Insert,1340,B,9,101,G
167.25,1,Insert,1341,A,9,99,G
167.45,1,Cancel,1340,,,,G
167.45,1,Cancel,1341,,,,G
167.5,1,Insert,1342,B,9,101,G
167.5,1,Insert,1343,A,9,99,G
167.7,1,Cancel,1342,,,,G
167.7,1,Cancel,1343,,,,G
167.75,1,Insert,1344,B,9,101,G
167.75,1,Insert,1345,A,9,99,G
167.95,1,Cancel,1344,,,,G
167.95,1,Cancel,1345,,,,G
168.0,1,Insert,1346,B,9,101,G
168.0,1,Insert,1347,A,9,99,G
168.2,1,Cancel,1346,,,,G
168.2,1,Cancel,1347,,,,G
168.25,1,Insert,1348,B,9,101,G
168.25,1,Insert,1349,A,9,99,G
168.45,1,Cancel,1348,,,,G
168.45,1,Cancel,1349,,,,G
168.5,1,Insert,1350,B,9,101,G
168.5,1,Insert,1351,A,9,99,G
168.7,1,Cancel,1350,,,,G
168.7,1,Cancel,1351,,,,G
168.75,1,Insert,1352,B,9,101,G
168.75,1,Insert,1353,A,9,99,G
168.95,1,Cancel,1352,,,,G
168.95,1,Cancel,1353,,,,G
169.0,1,Insert,1354,B,9,101,G
169.0,1,Insert,1355,A,9,99,G
169.2,1,Cancel,1354,,,,G
169.2,1,Cancel,1355,,,,G
169.25,1,Insert,1356,B,9,101,G
169.25,1,Insert,1357,A,9,99,G
169.45,1,Cancel,1356,,,,G
169.45,1,Cancel,1357,,,,G
169.5,1,Insert,1358,B,9,101,G
169.5,1,Insert,1359,A,9,99,G
169.7,1,Cancel,1358,,,,G
169.7,1,Cancel,1359,,,,G
169.75,1,Insert,1360,B,9,101,G
169.75,1,Insert,1361,A,9,99,G
169.95,1,Cancel,1360,,,,G
169.95,1,Cancel,1361,,,,G
170.0,1,Insert,1362,B,9,101,G
170.0,1,Insert,1363,A,9,99,G
170.2,1,Cancel,1362,,,,G
170.2,1,Cancel,1363,,,,G
170.25,1,Insert,1364,B,9,101,G
170.25,1,Insert,1365,A,9,99,G
170.45,1,Cancel,1364,,,,G
170.45,1,Cancel,1365,,,,G
170.5,1,Insert,1366,B,9,101,G
170.5,1,Insert,1367,A,9,99,G
170.7,1,Cancel,1366,,,,G
170.7,1,Cancel,1367,,,,G
170.75,1,Insert,1368,B,9,101,G
170.75,1,Insert,1369,A,9,99,G
170.95,1,Cancel,1368,,,,G
170.95,1,Cancel,1369,,,,G
171.0,1,Insert,1370,B,9,101,G
171.0,1,Insert,1371,A,9,99,G
171.2,1,Cancel,1370,,,,G
171.2,1,Cancel,1371,,,,G
171.25,1,Insert,1372,B,9,101,G
171.25,1,Insert,1373,A,9,99,G
171.45,1,Cancel,1372,,,,G
171.45,1,Cancel,1373,,,,G
171.5,1,Insert,1374,B,9,101,G
171.5,1,Insert,1375,A,9,99,G
171.7,1,Cancel,1374,,,,G
171.7,1,Cancel,1375,,,,G
171.75,1,Insert,1376,B,9,101,G
171.75,1,Insert,1377,A,9,99,G
171.95,1,Cancel,1376,,,,G
171.95,1,Cancel,1377,,,,G
172.0,1,Insert,1378,B,9,101,G
172.0,1,Insert,1379,A,9,99,G
172.2,1,Cancel,1378,,,,G
172.2,1,Cancel,1379,,,,G
172.25,1,Insert,1380,B,9,101,G
172.25,1,Insert,1381,A,9,99,G
172.45,1,Cancel,1380,,,,G
172.45,1,Cancel,1381,,,,G
172.5,1,Insert,1382,B,9,101,G
172.5,1,Insert,1383,A,9,99,G
172.7,1,Cancel,1382,,,,G
172.7,1,Cancel,1383,,,,G
172.75,1,Insert,1384,B,9,101,G
172.75,1,Insert,1385,A,9,99,G
172.95,1,Cancel,1384,,,,G
172.95,1,Cancel,1385,,,,G
173.0,1,Insert,1386,B,9,101,G
173.0,1,Insert,1387,A,9,99,G
173.2,1,Cancel,1386,,,,G
173.2,1,Cancel,1387,,,,G
173.25,1,Insert,1388,B,9,101,G
173.25,1,Insert,1389,A,9,99,G
173.45,1,Cancel,1388,,,,G
173.45,1,Cancel,1389,,,,G
173.5,1,Insert,1390,B,9,101,G
173.5,1,Insert,1391,A,9,99,G
173.7,1,Cancel,1390,,,,G
173.7,1,Cancel,1391,,,,G
173.75,1,Insert,1392,B,9,101,G
173.75,1,Insert,1393,A,9,99,G
173.95,1,Cancel,1392,,,,G
173.95,1,Cancel,1393,,,,G
174.0,1,Insert,1394,B,9,101,G
174.0,1,Insert,1395,A,9,99,G
174.2,1,Cancel,1394,,,,G
174.2,1,Cancel,1395,,,,G
174.25,1,Insert,1396,B,9,101,G
174.25,1,Insert,1397,A,9,99,G
174.45,1,Cancel,1396,,,,G
174.45,1,Cancel,1397,,,,G
174.5,1,Insert,1398,B,9,101,G
174.5,1,Insert,1399,A,9,99,G
174.7,1,Cancel,1398,,,,G
174.7,1,Cancel,1399,,,,G
174.75,1,Insert,1400,B,9,101,G
174.75,1,Insert,1401,A,9,99,G
174.95,1,Cancel,1400,,,,G
174.95,1,Cancel,1401,,,,G
175.0,1,Insert,1402,B,9,101,G
175.0,1,Insert,1403,A,9,99,G
175.2,1,Cancel,1402,,,,G
175.2,1,Cancel,1403,,,,G
175.25,1,Insert,1404,B,9,101,G
175.25,1,Insert,1405,A,9,99,G
175.45,1,Cancel,1404,,,,G
175.45,1,Cancel,1405,,,,G
175.5,1,Insert,1406,B,9,101,G
175.5,1,Insert,1407,A,9,99,G
175.7,1,Cancel,1406,,,,G
175.7,1,Cancel,1407,,,,G
175.75,1,Insert,1408,B,9,101,G
175.75,1,Insert,1409,A,9,99,G
175.95,1,Cancel,1408,,,,G
175.95,1,Cancel,1409,,,,G
176.0,1,Insert,1410,B,9,101,G
176.0,1,Insert,1411,A,9,99,G
176.2,1,Cancel,1410,,,,G
176.2,1,Cancel,1411,,,,G
176.25,1,Insert,1412,B,9,101,G
176.25,1,Insert,1413,A,9,99,G
176.45,1,Cancel,1412,,,,G
176.45,1,Cancel,1413,,,,G
176.5,1,Insert,1414,B,9,101,G
176.5,1,Insert,1415,A,9,99,G
176.7,1,Cancel,1414,,,,G
176.7,1,Cancel,1415,,,,G
176.75,1,Insert,1416,B,9,101,G
176.75,1,Insert,1417,A,9,99,G
176.95,1,Cancel,1416,,,,G
176.95,1,Cancel,1417,,,,G
177.0,1,Insert,1418,B,9,101,G
177.0,1,Insert,1419,A,9,99,G
177.2,1,Cancel,1418,,,,G
177.2,1,Cancel,1419,,,,G
177.25,1,Insert,1420,B,9,101,G
177.25,1,Insert,1421,A,9,99,G
177.45,1,Cancel,1420,,,,G
177.45,1,Cancel,1421,,,,G
177.5,1,Insert,1422,B,9,101,G
177.5,1,Insert,1423,A,9,99,G
177.7,1,Cancel,1422,,,,G
177.7,1,Cancel,1423,,,,G
177.75,1,Insert,1424,B,9,101,G
177.75,1,Insert,1425,A,9,99,G
177.95,1,Cancel,1424,,,,G
177.95,1,Cancel,1425,,,,G
178.0,1,Insert,1426,B,9,101,G
178.0,1,Insert,1427,A,9,99,G
178.2,1,Cancel,1426,,,,G
178.2,1,Cancel,1427,,,,G
178.25,1,Insert,1428,B,9,101,G
178.25,1,Insert,1429,A,9,99,G
178.45,1,Cancel,1428,,,,G
178.45,1,Cancel,1429,,,,G
178.5,1,Insert,1430,B,9,101,G
178.5,1,Insert,1431,A,9,99,G
178.7,1,Cancel,1430,,,,G
178.7,1,Cancel,1431,,,,G
178.75,1,Insert,1432,B,9,101,G
178.75,1,Insert,1433,A,9,99,G
178.95,1,Cancel,1432,,,,G
178.95,1,Cancel,1433,,,,G
179.0,1,Insert,1434,B,9,101,G
179.0,1,Insert,1435,A,9,99,G
179.2,1,Cancel,1434,,,,G
179.2,1,Cancel,1435,,,,G
179.25,1,Insert,1436,B,9,101,G
179.25,1,Insert,1437,A,9,99,G
179.45,1,Cancel,1436,,,,G
179.45,1,Cancel,1437,,,,G
179.5,1,Insert,1438,B,9,101,G
179.5,1,Insert,1439,A,9,99,G
179.7,1,Cancel,1438,,,,G
179.7,1,Cancel,1439,,,,G
179.75,1,Insert,1440,B,9,101,G
179.75,1,Insert,1441,A,9,99,G
179.95,1,Cancel,1440,,,,G
179.95,1,Cancel,1441,,,,G
180.0,1,Insert,1442,B,9,101,G
180.0,1,Insert,1443,A,9,99,G
180.2,1,Cancel,1442,,,,G
180.2,1,Cancel,1443,,,,G
180.25,1,Insert,1444,B,9,101,G
180.25,1,Insert,1445,A,9,99,G
180.45,1,Cancel,1444,,,,G
180.45,1,Cancel,1445,,,,G
180.5,1,Insert,1446,B,9,101,G
180.5,1,Insert,1447,A,9,99,G
180.7,1,Cancel,1446,,,,G
180.7,1,Cancel,1447,,,,G
180.75,1,Insert,1448,B,9,101,G
180.75,1,Insert,1449,A,9,99,G
180.95,1,Cancel,1448,,,,G
180.95,1,Cancel,1449,,,,G
181.0,1,Insert,1450,B,9,101,G
181.0,1,Insert,1451,A,9,99,G
181.2,1,Cancel,1450,,,,G
181.2,1,Cancel,1451,,,,G
181.25,1,Insert,1452,B,9,101,G
181.25,1,Insert,1453,A,9,99,G
181.45,1,Cancel,1452,,,,G
181.45,1,Cancel,1453,,,,G
181.5,1,Insert,1454,B,9,101,G
181.5,1,Insert,1455,A,9,99,G
181.7,1,Cancel,1454,,,,G
181.7,1,Cancel,1455,,,,G
181.75,1,Insert,1456,B,9,101,G
181.75,1,Insert,1457,A,9,99,G
181.95,1,Cancel,1456,,,,G
181.95,1,Cancel,1457,,,,G
182.0,1,Insert,1458,B,9,101,G
182.0,1,Insert,1459,A,9,99,G
182.2,1,Cancel,1458,,,,G
182.2,1,Cancel,1459,,,,G
182.25,1,Insert,1460,B,9,101,G
182.25,1,Insert,1461,A,9,99,G
182.45,1,Cancel,1460,,,,G
182.45,1,Cancel,1461,,,,G
182.5,1,Insert,1462,B,9,101,G
182.5,1,Insert,1463,A,9,99,G
182.7,1,Cancel,1462,,,,G
182.7,1,Cancel,1463,,,,G
182.75,1,Insert,1464,B,9,101,G
182.75,1,Insert,1465,A,9,99,G
182.95,1,Cancel,1464,,,,G
182.95,1,Cancel,1465,,,,G
183.0,1,Insert,1466,B,9,101,G
183.0,1,Insert,1467,A,9,99,G
183.2,1,Cancel,1466,,,,G
183.2,1,Cancel,1467,,,,G
183.25,1,Insert,1468,B,9,101,G
183.25,1,Insert,1469,A,9,99,G
183.45,1,Cancel,1468,,,,G
183.45,1,Cancel,1469,,,,G
183.5,1,Insert,1470,B,9,101,G
183.5,1,Insert,1471,A,9,99,G
183.7,1,Cancel,1470,,,,G
183.7,1,Cancel,1471,,,,G
183.75,1,Insert,1472,B,9,101,G
183.75,1,Insert,1473,A,9,99,G
183.95,1,Cancel,1472,,,,G
183.95,1,Cancel,1473,,,,G
184.0,1,Insert,1474,B,9,101,G
184.0,1,Insert,1475,A,9,99,G
184.2,1,Cancel,1474,,,,G
184.2,1,Cancel,1475,,,,G
184.25,1,Insert,1476,B,9,101,G
184.25,1,Insert,1477,A,9,99,G
184.45,1,Cancel,1476,,,,G
184.45,1,Cancel,1477,,,,G
184.5,1,Insert,1478,B,9,101,G
184.5,1,Insert,1479,A,9,99,G
184.7,1,Cancel,1478,,,,G
184.7,1,Cancel,1479,,,,G
184.75,1,Insert,1480,B,9,101,G
184.75,1,Insert,1481,A,9,99,G
184.95,1,Cancel,1480,,,,G
184.95,1,Cancel,1481,,,,G
185.0,1,Insert,1482,B,9,101,G
185.0,1,Insert,1483,A,9,99,G
185.2,1,Cancel,1482,,,,G
185.2,1,Cancel,1483,,,,G
185.25,1,Insert,1484,B,9,101,G
185.25,1,Insert,1485,A,9,99,G
185.45,1,Cancel,1484,,,,G
185.45,1,Cancel,1485,,,,G
185.5,1,Insert,1486,B,9,101,G
185.5,1,Insert,1487,A,9,99,G
185.7,1,Cancel,1486,,,,G
185.7,1,Cancel,1487,,,,G
185.75,1,Insert,1488,B,9,101,G
185.75,1,Insert,1489,A,9,99,G
185.95,1,Cancel,1488,,,,G
185.95,1,Cancel,1489,,,,G
186.0,1,Insert,1490,B,9,101,G
186.0,1,Insert,1491,A,9,99,G
186.2,1,Cancel,1490,,,,G
186.2,1,Cancel,1491,,,,G
186.25,1,Insert,1492,B,9,101,G
186.25,1,Insert,1493,A,9,99,G
186.45,1,Cancel,1492,,,,G
186.45,1,Cancel,1493,,,,G
186.5,1,Insert,1494,B,9,101,G
186.5,1,Insert,1495,A,9,99,G
186.7,1,Cancel,1494,,,,G
186.7,1,Cancel,1495,,,,G
186.75,1,Insert,1496,B,9,101,G
186.75,1,Insert,1497,A,9,99,G
186.95,1,Cancel,1496,,,,G
186.95,1,Cancel,1497,,,,G
187.0,1,Insert,1498,B,9,101,G
187.0,1,Insert,1499,A,9,99,G
187.2,1,Cancel,1498,,,,G
187.2,1,Cancel,1499,,,,G
187.25,1,Insert,1500,B,9,101,G
187.25,1,Insert,1501,A,9,99,G
187.45,1,Cancel,1500,,,,G
187.45,1,Cancel,1501,,,,G
187.5,1,Insert,1502,B,9,101,G
187.5,1,Insert,1503,A,9,99,G
187.7,1,Cancel,1502,,,,G
187.7,1,Cancel,1503,,,,G
187.75,1,Insert,1504,B,9,101,G
187.75,1,Insert,1505,A,9,99,G
187.95,1,Cancel,1504,,,,G
187.95,1,Cancel,1505,,,,G
188.0,1,Insert,1506,B,9,101,G
188.0,1,Insert,1507,A,9,99,G
188.2,1,Cancel,1506,,,,G
188.2,1,Cancel,1507,,,,G
188.25,1,Insert,1508,B,9,101,G
188.25,1,Insert,1509,A,9,99,G
188.45,1,Cancel,1508,,,,G
188.45,1,Cancel,1509,,,,G
188.5,1,Insert,1510,B,9,101,G
188.5,1,Insert,1511,A,9,99,G
188.7,1,Cancel,1510,,,,G
188.7,1,Cancel,1511,,,,G
188.75,1,Insert,1512,B,9,101,G
188.75,1,Insert,1513,A,9,99,G
188.95,1,Cancel,1512,,,,G
188.95,1,Cancel,1513,,,,G
189.0,1,Insert,1514,B,9,101,G
189.0,1,Insert,1515,A,9,99,G
189.2,1,Cancel,1514,,,,G
189.2,1,Cancel,1515,,,,G
189.25,1,Insert,1516,B,9,101,G
189.25,1,Insert,1517,A,9,99,G
189.45,1,Cancel,1516,,,,G
189.45,1,Cancel,1517,,,,G
189.5,1,Insert,1518,B,9,101,G
189.5,1,Insert,1519,A,9,99,G
189.7,1,Cancel,1518,,,,G
189.7,1,Cancel,1519,,,,G
189.75,1,Insert,1520,B,9,101,G
189.75,1,Insert,1521,A,9,99,G
189.95,1,Cancel,1520,,,,G
189.95,1,Cancel,1521,,,,G
190.0,1,Insert,1522,B,9,101,G
190.0,1,Insert,1523,A,9,99,G
190.2,1,Cancel,1522,,,,G
190.2,1,Cancel,1523,,,,G
190.25,1,Insert,1524,B,9,101,G
190.25,1,Insert,1525,A,9,99,G
190.45,1,Cancel,1524,,,,G
190.45,1,Cancel,1525,,,,G
190.5,1,Insert,1526,B,9,101,G
190.5,1,Insert,1527,A,9,99,G
190.7,1,Cancel,1526,,,,G
190.7,1,Cancel,1527,,,,G
190.75,1,Insert,1528,B,9,101,G
190.75,1,Insert,1529,A,9,99,G
190.95,1,Cancel,1528,,,,G
190.95,1,Cancel,1529,,,,G
191.0,1,Insert,1530,B,9,101,G
191.0,1,Insert,1531,A,9,99,G
191.2,1,Cancel,1530,,,,G
191.2,1,Cancel,1531,,,,G
191.25,1,Insert,1532,B,9,101,G
191.25,1,Insert,1533,A,9,99,G
191.45,1,Cancel,1532,,,,G
191.45,1,Cancel,1533,,,,G
191.5,1,Insert,1534,B,9,101,G
191.5,1,Insert,1535,A,9,99,G
191.7,1,Cancel,1534,,,,G
191.7,1,Cancel,1535,,,,G
191.75,1,Insert,1536,B,9,101,G
191.75,1,Insert,1537,A,9,99,G
191.95,1,Cancel,1536,,,,G
191.95,1,Cancel,1537,,,,G
192.0,1,Insert,1538,B,9,101,G
192.0,1,Insert,1539,A,9,99,G
192.2,1,Cancel,1538,,,,G
192.2,1,Cancel,1539,,,,G
192.25,1,Insert,1540,B,9,101,G
192.25,1,Insert,1541,A,9,99,G
192.45,1,Cancel,1540,,,,G
192.45,1,Cancel,1541,,,,G
192.5,1,Insert,1542,B,9,101,G
192.5,1,Insert,1543,A,9,99,G
192.7,1,Cancel,1542,,,,G
192.7,1,Cancel,1543,,,,G
192.75,1,Insert,1544,B,9,101,G
192.75,1,Insert,1545,A,9,99,G
192.95,1,Cancel,1544,,,,G
192.95,1,Cancel,1545,,,,G
193.0,1,Insert,1546,B,9,101,G
193.0,1,Insert,1547,A,9,99,G
